0.1 1.1838401e+09
0.1039039 7.475483e+08
0.10780781 4.8010131e+08
0.11171171 3.1321871e+08
0.11561562 2.0735341e+08
0.11951952 1.3915454e+08
0.12342342 94584672
0.12732733 65062576
0.13123123 45259502
0.13513514 31817391
0.13903904 22590615
0.14294294 16190266
0.14684685 11706180
0.15075075 8534957.8
0.15465465 6272163.3
0.15855856 4643884.9
0.16246246 3462773.4
0.16636637 2599479.9
0.17027027 1963900.9
0.17417417 1492736.2
0.17807808 1141154.4
0.18198198 877158.39
0.18588589 677742.34
0.18978979 526247.93
0.19369369 410531.52
0.1975976 321683.19
0.2015015 253125.08
0.20540541 199972.06
0.20930931 158575.41
0.21321321 126194.96
0.21711712 100761.98
0.22102102 80706.757
0.22492492 64832.418
0.22882883 52222.091
0.23273273 42170.235
0.23663664 34131.566
0.24054054 27682.897
0.24444444 22494.469
0.24834835 18308.333
0.25225225 14921.949
0.25615616 12175.715
0.26006006 9943.424
0.26396396 8124.9418
0.26786787 6640.564
0.27177177 5426.65
0.27567568 4432.2323
0.27957958 3616.3754
0.28348348 2946.1088
0.28738739 2394.8066
0.29129129 1940.9104
0.2951952 1566.9224
0.2990991 1258.6057
0.303003 1004.3511
0.30690691 794.67065
0.31081081 621.79407
0.31471471 479.34508
0.31861862 362.08124
0.32252252 265.68452
0.32642643 186.59218
0.33033033 121.8599
0.33423423 69.050643
0.33813814 26.144446
0.34204204 -8.5352502
0.34594595 -36.381671
0.34984985 -58.553896
0.35375375 -76.017192
0.35765766 -89.576143
0.36156156 -99.901922
0.36546547 -107.55478
0.36936937 -113.00261
0.37327327 -116.63633
0.37717718 -118.78262
0.38108108 -119.71447
0.38498498 -119.65999
0.38888889 -118.80972
0.39279279 -117.32272
0.3966967 -115.33166
0.4006006 -112.94707
0.4045045 -110.26092
0.40840841 -107.34956
0.41231231 -104.27627
0.41621622 -101.09329
0.42012012 -97.843664
0.42402402 -94.562639
0.42792793 -91.278967
0.43183183 -88.015933
0.43573574 -84.792237
0.43963964 -81.622746
0.44354354 -78.519115
0.44744745 -75.490323
0.45135135 -72.543111
0.45525526 -69.682368
0.45915916 -66.911443
0.46306306 -64.232413
0.46696697 -61.646313
0.47087087 -59.15332
0.47477477 -56.752921
0.47867868 -54.444039
0.48258258 -52.225156
0.48648649 -50.094399
0.49039039 -48.049625
0.49429429 -46.088487
0.4981982 -44.208487
0.5021021 -42.407025
0.50600601 -40.681435
0.50990991 -39.029018
0.51381381 -37.447066
0.51771772 -35.932885
0.52162162 -34.483811
0.52552553 -33.097225
0.52942943 -31.770559
0.53333333 -30.501311
0.53723724 -29.287047
0.54114114 -28.125406
0.54504505 -27.014103
0.54894895 -25.950936
0.55285285 -24.933777
0.55675676 -23.960584
0.56066066 -23.029391
0.56456456 -22.138314
0.56846847 -21.285543
0.57237237 -20.469348
0.57627628 -19.688072
0.58018018 -18.94013
0.58408408 -18.224007
0.58798799 -17.538256
0.59189189 -16.881495
0.5957958 -16.252407
0.5996997 -15.649732
0.6036036 -15.072271
0.60750751 -14.518879
0.61141141 -13.988466
0.61531532 -13.479992
0.61921922 -12.992467
0.62312312 -12.524945
0.62702703 -12.076529
0.63093093 -11.646359
0.63483483 -11.233621
0.63873874 -10.837537
0.64264264 -10.457364
0.64654655 -10.092398
0.65045045 -9.7419664
0.65435435 -9.4054277
0.65825826 -9.082172
0.66216216 -8.7716175
0.66606607 -8.4732101
0.66996997 -8.1864216
0.67387387 -7.9107487
0.67777778 -7.6457117
0.68168168 -7.3908533
0.68558559 -7.1457373
0.68948949 -6.9099482
0.69339339 -6.6830896
0.6972973 -6.4647833
0.7012012 -6.2546687
0.70510511 -6.0524019
0.70900901 -5.8576545
0.71291291 -5.6701134
0.71681682 -5.4894796
